public,performance,q1,q2,q3,q4,q5,q6,q7,q8,q9,age,white,ideology,religion,gender,group,effectiveness,benevolence,redtape,efficiency
0,0,6,6,6,3,6,4,4,6,6,21,0,4,3,0,0,.31880555,.4291001,-.32879537,.21863595
1,1,5,4,4,4,3,3,4,3,3,18,1,4,3,1,3,-1.0944396,-1.7545081,-.43215054,-.27752203
0,1,7,7,7,5,6,2,3,6,6,18,1,4,1,1,1,1.2672738,.29560456,.23777102,-.69239283
1,0,6,6,6,6,3,4,2,6,6,19,1,2,4,0,2,.19677599,.49635383,-.13497579,-.46858689
1,1,5,5,5,4,5,4,4,4,5,20,1,2,1,0,3,-.55589741,-.6397841,-.10687248,.10563851
1,1,6,6,4,3,4,2,6,5,5,18,0,3,1,1,3,-.16447446,-.32234415,-.80851412,.077113301
1,1,7,7,7,7,7,5,3,7,7,18,1,4,1,1,3,1.1201948,1.1134555,.9880594,.22466961
0,1,4,4,4,4,4,4,4,4,4,22,0,3,4,1,1,-1.5133363,-.89960045,-.31731451,.0017206116
0,0,6,6,7,5,6,1,1,6,6,20,1,4,1,0,0,.51355773,.42093721,.36958876,-1.5748852
0,1,7,7,7,6,6,4,5,5,5,18,1,3,1,0,1,1.4191638,-.53882658,.46186393,.38084939
0,0,6,6,4,4,3,3,6,5,4,18,1,2,1,0,0,-.1188779,-.7184779,-.79103297,.28280208
0,1,6,7,7,5,6,4,4,6,6,19,1,3,1,1,1,.99038494,.33666351,.10284784,.10046488
0,1,6,7,7,5,4,4,2,5,6,18,1,3,2,1,1,.9871794,-.018411282,-.20648432,-.45604575
0,0,6,5,6,4,3,3,4,6,6,19,1,2,4,0,0,-.11361544,.52777535,-.74657708,-.1451672
0,0,7,6,6,7,7,6,6,6,6,19,1,3,2,1,0,.59972638,.35799941,.99321461,1.3385966
1,0,5,6,6,6,7,4,4,7,6,18,0,4,1,0,2,-.099179454,.87011343,.61601716,.04255908
1,0,6,6,6,4,2,3,5,3,5,20,0,3,1,1,2,.52492595,-1.1594344,-.92268699,.044530813
1,0,6,6,6,6,6,4,3,5,5,19,1,3,1,1,2,.35136771,-.37527177,.64423084,-.18009247
0,1,6,6,7,6,3,4,2,6,7,18,1,4,1,0,1,.44696584,.87559527,-.17806467,-.43295085
1,1,6,6,6,4,6,3,3,6,6,18,1,3,1,0,3,.27091861,.43843153,.013319054,-.38564956
0,0,4,6,6,6,1,3,5,7,4,20,1,1,2,0,0,-.27551416,.1547735,-1.0816144,-.31171283
0,1,6,5,4,3,5,3,5,4,5,19,1,4,1,0,1,-.52498782,-.66660351,-.32995462,.1938415
0,0,7,7,7,7,7,1,3,7,7,18,1,5,4,1,0,1.1068343,1.1004363,.98111695,-1.0080302
1,0,5,5,6,3,2,4,4,6,6,19,1,4,4,0,2,-.40038654,.58941668,-1.3553524,.088063337
1,0,7,6,6,6,6,4,2,5,5,19,1,4,1,1,2,.63493681,-.40982112,.78262526,-.35660025
0,0,7,5,6,3,6,4,4,6,5,19,1,4,1,1,0,.29701397,.028794184,-.18299568,.29588965
1,0,5,5,6,4,5,4,4,6,6,18,0,4,1,1,2,-.40943632,.54971486,-.30318069,.11764311
0,0,7,7,7,5,4,4,5,5,6,20,1,3,3,1,0,1.3649644,-.098546498,-.32690769,.42104483
0,1,4,3,3,3,3,6,6,4,3,23,1,2,3,1,1,-2.088871,-1.2228358,-.85914987,1.1605545
0,0,5,5,5,3,5,4,2,7,6,19,0,2,2,1,0,-.80483598,1.0114143,-.48071349,-.37488523
0,1,7,7,7,7,7,2,6,6,6,19,1,3,1,0,1,1.2999309,.25016412,.85962421,.053147592
0,0,5,4,4,5,4,2,3,5,5,20,1,3,3,1,0,-1.3765349,-.12013207,.025869269,-.78665215
0,1,6,6,6,6,6,3,3,6,6,18,1,4,1,1,1,.22893289,.44081101,.57161021,-.4510715
0,1,6,6,7,6,5,3,4,7,7,18,0,2,1,1,1,.44683129,1.2274152,.12953189,-.18461519
1,0,5,6,6,7,3,4,3,5,5,18,0,4,1,0,2,.011308752,-.28724465,.07666038,-.36198598
0,1,5,5,5,4,4,3,4,6,5,22,1,3,2,0,1,-.66694731,.18084921,-.51950276,-.24693146
1,0,7,6,7,3,4,5,3,6,6,19,1,4,1,0,2,.91517287,.3900992,-.75282961,.29540038
1,0,4,4,4,5,5,4,5,4,6,18,0,3,3,0,2,-1.6412548,-.095020093,.16625133,.35119608
0,1,7,6,4,6,7,4,2,7,7,19,0,4,1,0,1,-.23411195,1.2851583,.99615771,-.23469368
1,0,6,6,7,6,6,3,3,6,6,19,1,4,1,1,2,.54635304,.40584362,.52279669,-.46444711
0,1,5,5,5,4,4,6,5,3,3,20,1,4,3,1,1,-.34331918,-1.8645868,-.36062077,.8784169
1,1,6,7,7,3,6,4,4,7,6,18,0,5,1,1,3,.98050624,.73941278,-.53205299,.15407111
0,1,6,6,4,6,6,2,5,5,5,19,1,5,1,1,1,-.24304496,-.33463952,.60897779,-.24289204
1,1,6,5,6,4,4,3,3,5,5,20,1,2,3,1,3,-.014093666,-.2937963,-.35331225,-.42499912
1,1,4,5,5,5,6,4,2,6,5,18,1,2,4,0,3,-1.030869,.22677144,.33244807,-.54363132
0,0,7,6,6,7,6,2,2,5,5,18,1,5,1,0,0,.60726368,-.41514096,1.0582997,-1.0056611
1,1,4,7,4,5,4,5,5,4,4,18,1,3,4,0,3,-.31900021,-1.0860984,-.33464101,.4224636
0,1,5,6,5,4,4,2,5,5,5,19,1,3,1,1,1,-.19872415,-.29877952,-.58716762,-.31926465
1,1,7,7,7,4,5,4,1,5,5,18,0,2,2,0,3,1.3629527,-.48198971,-.09528482,-.62809056
1,0,6,7,7,4,3,4,5,6,3,19,1,3,2,1,2,1.2246796,-.87765753,-1.0312023,.18724981
1,0,7,7,7,1,6,4,4,6,7,20,1,5,2,1,2,1.3142492,.70016754,-.93431991,.36721221
0,0,6,4,6,4,3,1,6,5,6,20,1,4,2,1,0,-.41746828,.15319271,-.72501308,-.18352869
1,0,7,7,6,5,5,4,5,7,7,19,0,4,1,0,2,.88056606,1.1472567,-.16791345,.48056418
0,1,5,3,5,4,3,4,5,3,4,19,1,5,1,1,1,-1.2135006,-1.3235596,-.46037385,.3690621
0,1,6,6,5,7,6,3,2,7,7,19,1,2,2,0,1,-.25212881,1.3077022,.89338881,-.69661057
1,0,6,6,6,5,5,4,2,6,6,18,0,4,2,1,2,.22573088,.46790305,.10122934,-.39434877
1,1,5,5,5,6,6,4,4,4,4,20,0,4,3,0,3,-.52667177,-1.065244,.70336938,.011968527
0,0,5,4,4,5,5,3,5,4,4,19,1,4,1,0,0,-1.2030112,-.97263831,.22675633,.031889662
1,0,6,5,5,4,3,2,5,6,6,21,1,3,4,1,2,-.41082177,.54809147,-.76420355,-.17656699
0,0,5,5,5,3,3,4,4,2,3,19,1,4,1,0,0,-.30467716,-2.252388,-.75959879,.022430507
0,1,6,6,6,3,3,5,5,6,6,19,1,4,2,1,1,.33375657,.46185002,-1.1647903,.72791976
1,1,6,2,7,5,3,4,5,6,5,21,0,2,2,0,3,-.91149855,.25119328,-.3514353,.44942975
0,1,5,5,5,3,3,5,5,5,5,18,1,4,4,1,1,-.56783688,-.21672566,-1.0409473,.65658116
1,0,6,7,6,4,4,5,5,7,7,18,0,3,1,1,2,.59379494,1.2088981,-.77668875,.71379471
0,1,7,6,7,7,7,3,6,7,7,20,0,1,4,0,1,.78803146,1.1326052,.86830926,.43789199
1,1,4,5,4,2,2,3,4,4,3,19,0,4,1,0,3,-1.0192775,-1.3520312,-1.4762511,-.37094474
0,0,4,5,5,4,3,5,5,6,6,18,0,1,4,0,0,-1.0150476,.64974749,-.90637666,.57417428
1,0,7,6,6,5,7,4,5,7,7,18,0,3,2,1,2,.49238315,1.1798444,.42527169,.56146491
1,1,7,7,7,7,7,1,1,7,7,21,1,4,4,1,3,1.0597264,1.1232293,1.1105258,-1.5348294
1,1,5,3,5,3,6,5,6,3,3,18,1,4,2,0,3,-1.0864403,-1.7879915,-.035186857,.98662674
0,1,5,5,5,2,4,3,6,3,3,19,0,3,1,0,1,-.28779987,-1.8881271,-.98882324,.28271356
1,1,6,5,5,5,7,2,2,4,6,18,1,3,2,0,3,-.38282365,-.28130904,.89297611,-.89279097
0,0,7,6,6,7,3,4,4,6,6,19,1,3,1,0,0,.5300141,.42880484,.088450857,.11239313
1,1,6,6,6,4,6,4,4,6,6,19,1,3,2,0,3,.2978127,.43028986,-.049649782,.18592498
1,0,6,6,7,5,4,4,4,6,6,21,1,5,3,1,2,.58627796,.42377326,-.33466846,.098311253
1,1,6,6,6,5,6,4,5,5,5,18,1,3,1,0,3,.41946849,-.39925444,.23567635,.37941769
1,0,7,5,6,6,7,3,4,5,5,20,0,3,4,0,2,.28654069,-.38965067,.98699051,-.077838913
0,1,6,5,5,6,7,4,1,7,5,19,1,4,1,0,1,-.50905311,.53896427,1.0047437,-.65701038
1,0,6,6,7,5,4,3,4,7,7,20,1,4,2,0,2,.46384314,1.239856,-.40728906,-.1726678
1,0,4,5,3,4,2,4,5,4,4,18,1,5,1,1,2,-1.4190196,-.90861714,-.92639053,.19759509
0,0,7,6,7,3,4,3,4,7,6,18,1,4,1,0,0,.88018221,.77732193,-.89761496,-.06936568
0,1,4,4,4,4,4,4,4,4,4,18,0,3,4,1,1,-1.5133363,-.89960045,-.31731451,.0017206116
1,1,6,5,6,6,7,3,1,7,6,19,1,4,1,1,3,-.26220337,.91495091,.95991921,-.92954928
0,0,5,6,6,4,4,3,5,6,6,19,1,3,1,0,0,.002941438,.48884547,-.70513052,.012730627
0,0,4,4,4,4,4,4,4,4,4,19,1,3,4,1,0,-1.5133363,-.89960045,-.31731451,.0017206116
1,1,5,3,4,4,6,1,2,5,5,20,0,2,2,0,3,-1.7706192,-.080592498,.40287766,-1.2446151
0,0,7,7,7,6,6,4,5,5,5,19,1,4,1,0,0,1.4191638,-.53882658,.46186393,.38084939
0,1,6,6,5,4,5,4,3,6,6,17,1,3,1,0,1,-.047142476,.49028423,-.19380715,-.084862612
1,1,5,6,7,7,7,2,2,7,7,18,0,2,2,0,3,.076229386,1.2668279,.97801155,-1.097665
0,0,7,6,6,6,6,4,3,6,6,19,1,4,2,0,0,.53939605,.39811999,.64703578,-.056004748
0,0,5,6,7,6,7,4,4,4,4,26,1,3,4,1,0,.50829452,-1.2086579,.78558326,-.033392593
0,1,5,5,5,4,3,4,4,5,5,19,0,3,2,1,1,-.61572385,-.20739424,-.69883287,.052295629
0,1,7,7,7,7,7,2,3,6,5,18,1,3,1,0,1,1.2964994,-.12985526,1.0480129,-.78606278
0,0,6,5,6,6,6,4,4,5,3,21,1,4,2,0,0,.11323737,-1.1552372,.64591146,.0246574
1,0,6,6,6,5,4,4,3,5,5,19,1,5,1,1,2,.36439854,-.34920046,-.15026549,-.18890865
1,1,1,3,7,4,3,3,4,6,5,18,1,3,2,0,3,-2.05687,.42802557,-1.0138962,-.5632664
0,1,6,6,5,5,4,5,3,7,6,20,0,4,1,1,1,-.12064064,.91348809,-.24721096,.15802208
1,0,5,5,5,5,3,5,4,5,5,19,0,3,3,0,2,-.63337654,-.20294972,-.41795167,.32775962
1,0,7,7,5,1,3,3,5,5,4,21,1,5,1,0,2,.94123489,-.85141253,-1.6167233,.15167809
1,0,6,6,6,5,6,4,4,7,7,19,0,4,4,1,2,.15772511,1.2508172,.15861082,.1904099
1,1,5,6,6,6,5,5,5,5,6,20,1,4,1,0,3,.023481388,.078975238,.1909169,.5962379
1,1,4,5,5,4,6,4,5,5,5,20,0,3,1,0,3,-.88734984,-.21373647,-.064201191,.29109415
1,0,7,6,7,7,6,4,4,6,6,18,0,2,1,1,2,.85937732,.35294586,.81266338,.16130829
1,1,7,7,7,7,1,3,4,7,7,18,0,3,3,0,3,1.1131823,1.1773326,-.62616843,-.25286222
1,0,4,4,4,4,4,4,4,4,4,20,1,4,1,1,2,-1.5133363,-.89960045,-.31731451,.0017206116
0,1,6,6,6,6,7,4,4,5,6,20,1,4,1,1,1,.31167239,.013910044,.84292644,.15308234
0,0,2,6,6,6,6,3,4,3,3,19,1,4,1,0,0,-.61872119,-1.8448149,.42480093,-.64682686
0,1,6,6,6,5,5,6,3,6,6,18,1,3,4,0,1,.25596508,.46301618,.039996114,.48540074
0,0,6,5,5,6,6,4,3,6,6,19,1,3,1,0,0,-.4812921,.5388819,.69999379,-.090147443
1,0,5,4,5,4,3,5,5,6,4,19,0,3,2,0,2,-.96960878,-.16476725,-.76630163,.60241634
1,1,5,4,5,4,6,3,4,4,4,20,0,2,1,0,3,-.88417113,-1.0110295,.22117701,-.19141096
1,0,5,5,5,4,3,4,5,6,3,18,1,4,1,1,2,-.50957364,-.64207953,-.85159636,.20585623
1,1,5,6,6,4,5,4,4,4,6,18,1,4,1,0,3,.09043742,-.32039136,-.22779578,.10190102
1,0,6,6,7,3,6,4,4,6,6,19,1,4,2,0,2,.6362257,.3941327,-.37760893,.20526035
1,1,5,6,7,4,7,4,4,6,6,18,1,3,2,0,3,.31209084,.42763776,.085522071,.10642116
1,0,6,5,6,5,4,4,3,5,6,18,0,3,3,1,2,-.098976716,.12485703,-.066706389,-.10052349
0,1,5,6,6,3,5,3,5,5,5,18,1,4,1,0,1,.14701003,-.34531239,-.65571576,.029009273
1,0,5,4,5,3,5,6,5,4,4,17,0,2,4,0,2,-.83358496,-1.0002208,-.37514156,1.0084609
0,0,7,7,7,4,5,4,4,6,6,19,1,3,3,0,0,1.3145199,.30315846,-.36028317,.19930407
1,0,4,4,4,4,4,4,4,4,4,20,0,3,3,0,2,-1.5133363,-.89960045,-.31731451,.0017206116
0,1,7,6,6,7,7,4,4,5,6,22,0,2,4,0,1,.59780258,-.030846028,1.1957619,.20726317
0,0,5,5,4,5,5,4,3,4,5,20,0,3,2,0,0,-.91786438,-.59223044,.2857911,-.17709646
0,0,6,6,5,3,6,4,6,4,5,20,1,4,1,1,0,.21945241,-.7831918,-.26189607,.7334305
0,1,6,6,5,4,4,3,4,5,5,18,1,3,3,1,1,.088185057,-.33007407,-.44703758,-.18759747
0,0,7,7,7,6,6,4,5,7,7,20,1,5,4,1,0,1.1809744,1.0998485,.32009396,.4552412
1,1,6,6,6,2,6,4,4,6,5,19,1,4,2,1,3,.4070287,.013701565,-.61366564,.20233528
1,0,4,5,5,3,6,2,2,4,4,20,0,2,4,0,2,-.82460439,-1.0065839,-.081819668,-1.1199394
1,0,6,5,6,5,6,4,4,4,6,20,0,2,4,1,2,-.015596309,-.31892926,.46054953,.21621898
0,1,6,5,4,5,4,4,4,7,7,19,1,1,4,0,1,-.88122225,1.4078617,-.18127839,.21500744
1,1,7,4,5,6,6,4,4,6,6,20,0,1,2,0,3,-.54676002,.54138833,.78681374,.29951748
1,1,5,5,6,4,3,6,5,6,6,19,1,3,2,1,3,-.38716415,.57208908,-.87976462,.95586544
1,1,7,7,7,6,5,2,4,6,6,18,0,5,1,1,3,1.2658539,.29902837,.19453681,-.48246777
1,1,7,7,7,4,7,7,4,4,4,19,1,4,3,1,3,1.5706917,-1.3530133,.30204439,1.0909643
1,0,5,4,4,5,5,2,4,6,6,18,0,5,1,0,2,-1.4680947,.67417854,.14795519,-.46529308
0,1,5,4,5,4,3,4,4,6,6,20,1,3,3,0,1,-1.1309634,.67179203,-.69188344,.12886506
0,0,7,7,7,4,1,4,4,5,7,20,0,4,1,1,0,1.2832298,.36676061,-1.3086503,.1770771
1,0,6,5,7,5,5,4,3,6,6,20,0,3,2,0,2,.17056009,.48138788,.06554576,-.10495122
0,1,7,6,6,5,4,3,4,4,6,19,1,2,4,0,1,.67636949,-.40071753,-.060681246,-.085964866
0,0,6,6,6,4,5,4,4,5,5,19,1,4,2,1,0,.41292638,-.3754172,-.23644015,.12796548
0,0,6,6,6,3,3,4,5,6,6,18,0,3,1,0,0,.33041644,.45859522,-1.166526,.41974479
1,0,4,4,4,4,4,4,4,4,4,20,0,2,2,0,2,-1.5133363,-.89960045,-.31731451,.0017206116
1,1,6,6,5,4,5,4,4,7,6,19,1,4,2,1,3,-.075452909,.88401657,-.33512127,.16672125
1,1,6,6,6,4,3,7,3,6,5,19,1,3,1,0,3,.33956635,.078133479,-.75848925,.73574787
0,1,6,6,5,6,6,6,6,4,5,19,1,5,2,1,1,.16315408,-.77311295,.57901192,1.2516475
1,0,7,7,7,5,6,2,2,4,4,19,1,5,1,0,2,1.4819093,-1.3316741,.44424546,-1.0301843
0,1,7,7,7,1,7,4,4,5,5,19,0,3,3,1,1,1.5045551,-.54700935,-.61148423,.30176824
1,0,5,6,6,6,5,4,3,5,5,20,1,2,3,0,2,.040263653,-.31569543,.31286553,-.28774786
1,1,6,4,6,5,3,4,5,5,5,18,1,4,1,1,3,-.38476443,-.23866549,-.38168091,.39587399
0,1,6,5,6,4,3,5,3,6,5,20,1,5,1,1,1,-.063258842,.13147257,-.68412608,.1587715
0,1,6,4,6,6,7,2,2,7,6,19,0,3,1,0,1,-.63813448,.96014833,.9713136,-.93495113
0,1,6,5,6,5,4,4,5,6,5,19,1,4,2,1,1,-.036502875,.092984065,-.27844962,.36544833
0,0,4,4,4,4,4,4,4,4,4,17,1,4,2,1,0,-1.5133363,-.89960045,-.31731451,.0017206116
0,1,7,7,7,7,6,4,4,7,7,20,1,4,3,1,1,1.1364275,1.1124347,.66394401,.15913066
1,1,6,6,6,5,6,4,3,6,6,19,1,4,3,0,3,.25326586,.44287607,.29420024,-.11018559
1,1,6,7,6,7,7,3,3,6,7,19,1,3,2,1,3,.54083568,.78273034,1.0363214,-.45338079
1,0,4,4,4,4,4,4,4,4,4,21,1,2,1,0,2,-1.5133363,-.89960045,-.31731451,.0017206116
0,1,6,6,6,4,5,4,2,6,6,19,1,3,4,1,1,.24672374,.46671331,-.17791624,-.3616378
0,1,6,6,6,4,3,4,3,6,6,20,0,3,3,1,1,.26231566,.48257789,-.75797141,-.13976537
0,0,5,5,4,2,3,6,4,5,5,21,0,4,3,1,0,-.88447803,-.16829675,-1.2048392,.74744308
0,0,4,4,5,2,5,4,3,2,2,18,0,4,3,1,0,-.93531388,-2.5778565,-.46026945,-.26326084
0,0,7,7,7,4,5,2,2,6,6,18,1,5,1,0,0,1.2607317,.31944183,-.23434548,-.94384503
0,0,6,5,5,5,3,3,3,5,5,20,0,3,2,1,0,-.35648772,-.24400865,-.28302848,-.46509808
1,0,7,7,7,7,5,4,3,6,5,19,1,5,2,1,2,1.2952176,-.096084632,.53613341,-.21124004
0,1,6,4,6,6,7,4,2,6,7,18,1,2,1,1,1,-.64682013,.97573793,1.0571191,-.25777388
1,1,6,6,5,4,5,2,2,7,7,18,1,3,4,0,3,-.19647139,1.3145087,-.20345891,-.92741621
1,1,4,3,4,4,3,4,5,4,6,19,1,2,1,1,3,-2.0243688,-.0091000935,-.55041057,.38175341
0,1,6,4,4,6,5,5,2,6,6,19,1,4,3,1,1,-1.2190521,.66197979,.63540649,-.013386535
0,1,5,4,4,6,6,3,1,6,6,21,0,3,1,0,1,-1.5524284,.69918191,.88062507,-.95926428
1,1,5,7,7,7,7,4,4,7,7,18,0,5,1,0,3,.52616251,1.1906959,.77423942,.0061106225
0,0,6,5,5,4,3,4,5,6,4,18,1,4,1,1,0,-.26968092,-.27381656,-.77218169,.34175968
0,0,6,6,6,4,4,5,7,5,6,20,1,4,2,1,0,.41571707,.021487523,-.68076855,1.2545873
0,1,6,6,6,3,3,5,4,5,4,20,1,4,2,1,1,.49652761,-.76029992,-1.0349256,.37831262
0,0,5,5,5,4,4,3,4,4,4,22,0,3,3,1,0,-.49598822,-1.0436171,-.37200814,-.27231166
0,1,6,6,6,6,6,5,2,7,7,23,1,4,1,1,1,.092964455,1.2780546,.56890088,-.060925279
0,0,6,6,6,4,5,4,4,6,5,18,1,4,2,1,0,.36106199,.029711576,-.31304982,.11614976
1,0,5,5,5,6,5,4,4,6,7,18,1,4,1,1,2,-.8360725,1.0012705,.30964872,.11460838
1,0,4,4,4,5,6,3,3,5,5,20,1,5,1,0,2,-1.6723559,-.098192506,.46926564,-.52384186
1,1,6,6,6,4,5,4,2,6,6,18,0,1,4,0,3,.24672374,.46671331,-.17791624,-.3616378
0,0,6,7,7,1,6,4,5,7,6,20,1,4,2,0,0,1.0460459,.72563684,-1.1550486,.48289263
0,0,6,6,6,5,5,2,2,5,5,19,1,4,1,1,0,.33814535,-.3579441,.1686431,-1.0478946
0,1,6,6,6,5,3,3,4,6,6,20,0,4,1,1,1,.26153663,.46911636,-.54526591,-.2172517
1,1,4,4,4,5,5,4,4,5,5,21,1,2,4,0,3,-1.6494428,-.092703648,.14862144,.026969129
1,0,6,5,4,4,6,1,4,5,6,20,0,4,2,1,2,-.69132859,.14518018,.19721456,-.66065949
0,0,4,4,6,4,5,4,3,5,4,21,1,4,3,1,0,-.94993323,-.5666405,-.16917147,-.27948228
0,0,6,6,5,4,4,4,6,4,5,19,1,3,4,1,0,.1904975,-.75474101,-.4981012,.65919238
0,0,6,6,7,4,5,4,5,7,7,20,1,4,1,0,0,.51571107,1.2168941,-.49172813,.45238128
1,1,5,7,6,6,4,1,2,7,5,18,0,3,1,1,3,.29512444,.44997603,-.11636597,-1.5594409
1,1,7,4,4,4,4,4,4,4,4,20,0,2,4,0,3,-.59196711,-1.0374379,-.096244648,.26239604
1,0,6,6,6,5,5,4,6,6,6,20,0,4,1,0,2,.31994674,.42231718,-.15758845,.6592496
1,0,6,4,4,6,4,5,4,5,5,21,1,3,1,0,2,-1.0568305,-.16652022,.31920719,.45545316
0,1,4,2,4,4,5,6,5,2,3,21,1,2,2,1,1,-2.1004517,-2.0228868,.18229111,.95560056
0,1,7,7,7,7,7,1,1,7,7,18,1,3,3,0,1,1.0597264,1.1232293,1.1105258,-1.5348294
1,1,6,6,7,4,7,3,2,6,6,18,1,4,2,1,3,.56876582,.40123007,.28688532,-.64166117
1,0,6,5,6,5,5,4,5,6,5,19,0,3,2,0,2,-.032521851,.079353541,-.020774264,.3862119
0,0,6,6,5,5,5,5,3,6,6,18,1,4,1,0,0,-.064795211,.49472877,.087074049,.19060138
1,0,5,5,5,5,4,4,2,4,4,19,0,1,2,0,2,-.56074888,-1.0163797,.038281966,-.52364683
0,0,5,5,5,4,6,2,3,3,3,19,0,2,2,1,0,-.39582554,-1.8820741,.27719641,-.83955497
0,0,5,6,5,2,5,5,4,5,5,20,1,4,1,0,0,-.16629101,-.29362869,-.81787211,.42804617
0,1,5,5,5,4,5,4,4,7,6,20,0,2,3,1,1,-.77872092,.98981106,-.33097681,.11920297
1,0,6,6,6,6,6,3,2,5,6,18,1,4,3,1,2,.25724334,.047078706,.71292436,-.70265538
0,1,4,4,4,6,5,4,5,5,5,20,1,3,4,1,1,-1.6468817,-.10291038,.36306259,.25765774
0,0,7,6,6,6,3,2,3,6,6,19,1,5,1,0,0,.52077276,.43250197,-.12946151,-.73464543
0,1,6,6,4,5,6,4,2,6,5,21,0,3,3,0,1,-.33789814,.10999852,.45080712,-.39584562
1,1,5,5,4,4,5,6,4,5,6,,0,2,4,1,3,-.98573202,.22103049,-.12547271,.77255994
1,0,4,7,4,6,4,2,2,5,4,18,0,2,3,0,2,-.47253972,-.65535492,.056801435,-1.3367867
0,1,5,5,5,5,4,3,3,5,4,19,1,4,2,0,1,-.59239942,-.62590218,-.10476775,-.58023793
0,1,5,5,4,6,6,6,5,5,6,18,1,3,1,0,1,-1.0001827,.19838299,.6257894,.99130118
1,0,7,7,7,7,5,4,4,7,7,21,1,5,1,1,2,1.1324465,1.1260653,.40626863,.13836707
0,0,6,6,6,5,6,5,6,3,3,18,0,2,3,1,0,.68455201,-2.0460713,.31447747,.87660044
